Namespace(batchSize=100, beta1=0.5, cuda=True, dirCheckpoints='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//checkpoints/dae-2', dirDataroot='/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/', dirImageoutput='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//images/train', dirTestingoutput='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//images/test', epoch_iter=600, f='', gpu_ids=0, idim=32, imgSize=64, location=0, lr=0.0002, manualSeed=None, modelPath='', nc=3, ndf=32, ngf=32, ngpu=1, niter=25, sdim=16, tdim=16, useDense=True, use_celeba=False, use_dropout=0, use_gpu=True, wdim=128, workers=8, zdim=128)
Random Seed:  9623
No previous model found, initializing model weight.
0
Loading Dataset
Path: ['/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session01_crops14']
Loading: /nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session01_crops14 session01
Session:  session01
50190
torch.Size([64, 64, 3]) torch.Size([64, 64, 3])
Path: ['/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session_test_crops14']
Loading: /nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session_test_crops14 session_test
Session:  session_test
2100
torch.Size([64, 64, 3]) torch.Size([64, 64, 3])
Dataset Loaded
Log done
Iteration[96] loss -- all:  0.1534 .. recon:  0.0962 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[97] loss -- all:  0.1507 .. recon:  0.0934 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[98] loss -- all:  0.1669 .. recon:  0.1096 .. tvw: 0.0521 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[99] loss -- all:  0.1552 .. recon:  0.0977 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0010 .. 
Iteration[100] loss -- all:  0.1553 .. recon:  0.0978 .. tvw: 0.0521 .. br: 0.0044 .. intr_s: 0.0011 .. 
Iteration[101] loss -- all:  0.1534 .. recon:  0.0961 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[102] loss -- all:  0.1571 .. recon:  0.0999 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[103] loss -- all:  0.1497 .. recon:  0.0924 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[104] loss -- all:  0.1602 .. recon:  0.1031 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[105] loss -- all:  0.1505 .. recon:  0.0931 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0010 .. 
Iteration[106] loss -- all:  0.1502 .. recon:  0.0929 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[107] loss -- all:  0.1482 .. recon:  0.0909 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[108] loss -- all:  0.1567 .. recon:  0.0995 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[109] loss -- all:  0.1525 .. recon:  0.0955 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[110] loss -- all:  0.1510 .. recon:  0.0939 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[111] loss -- all:  0.1501 .. recon:  0.0929 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[112] loss -- all:  0.1485 .. recon:  0.0913 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[113] loss -- all:  0.1504 .. recon:  0.0933 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[114] loss -- all:  0.1501 .. recon:  0.0930 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[115] loss -- all:  0.1553 .. recon:  0.0981 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[116] loss -- all:  0.1542 .. recon:  0.0970 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[117] loss -- all:  0.1530 .. recon:  0.0956 .. tvw: 0.0521 .. br: 0.0044 .. intr_s: 0.0009 .. 
